Fund Name,Plan,Category,VR ID,Alpha,Beta,Sharpe,Standard Deviation,Mean Return,Sortino
Sundaram Large & Midcap Dir,Direct,Large & Mid Cap,16086,1.19,1.04,0.94,13.32,18.56,1.18
Sundaram Large & Midcap Reg,Regular,Large & Mid Cap,4152,0.11,1.04,0.85,13.31,17.47,1.08
Sundaram Large Cap Dir,Direct,Large Cap,41104,-0.37,0.89,0.76,10.69,14.26,1.18
Sundaram Large Cap Reg,Regular,Large Cap,41102,-1.66,0.89,0.64,10.68,12.96,0.99
Sundaram Long Term Micro Cap Tax Advantage III Dir,Direct,ELSS (Tax Saver),32783,0.77,1.04,0.76,16.11,18.41,1.10
Sundaram Long Term Micro Cap Tax Advantage III Reg,Regular,ELSS (Tax Saver),32781,0.58,1.04,0.75,16.11,18.21,1.09
Sundaram Long Term Micro Cap Tax Advantage IV Dir,Direct,ELSS (Tax Saver),33066,1.18,1.03,0.79,15.95,18.67,1.16
Sundaram Long Term Micro Cap Tax Advantage IV Reg,Regular,ELSS (Tax Saver),33064,1.07,1.03,0.78,15.95,18.55,1.15
Sundaram Long Term Micro Cap Tax Advantage V Dir,Direct,ELSS (Tax Saver),34226,1.22,1.04,0.80,15.93,18.79,1.17
Sundaram Long Term Micro Cap Tax Advantage V Reg,Regular,ELSS (Tax Saver),34224,0.98,1.04,0.78,15.93,18.55,1.15
Sundaram Long Term Micro Cap Tax Advantage VI Dir,Direct,ELSS (Tax Saver),34431,1.06,1.03,0.78,15.91,18.57,1.16
Sundaram Long Term Micro Cap Tax Advantage VI Reg,Regular,ELSS (Tax Saver),34429,0.79,1.03,0.77,15.90,18.30,1.14
Sundaram Long Term Tax Advantage II Dir,Direct,ELSS (Tax Saver),31220,0.34,0.87,0.88,11.33,16.11,1.29
Sundaram Long Term Tax Advantage II Reg,Regular,ELSS (Tax Saver),31218,0.12,0.87,0.86,11.33,15.88,1.26
Sundaram Long Term Tax Advantage III Dir,Direct,ELSS (Tax Saver),35008,2.04,1.02,0.86,15.57,19.45,1.26
Sundaram Long Term Tax Advantage III Reg,Regular,ELSS (Tax Saver),35006,1.88,1.02,0.85,15.56,19.28,1.24
Sundaram Long Term Tax Advantage IV Dir,Direct,ELSS (Tax Saver),35873,2.58,1.01,0.89,15.38,19.83,1.32
Sundaram Midcap Dir,Direct,Mid Cap,16125,3.31,0.93,1.25,14.97,24.88,1.55
Sundaram Midcap Reg,Regular,Mid Cap,1386,2.47,0.93,1.20,14.95,24.03,1.48
Sundaram Multi Cap Dir,Direct,Multi Cap,16580,1.17,0.90,0.95,13.20,18.68,1.31
Sundaram Multi Cap Reg,Regular,Multi Cap,866,0.08,0.89,0.87,13.19,17.58,1.20
Sundaram Multi-Factor Dir,Direct,Thematic,45285,--,--,--,--,--,--
Sundaram Multi-Factor Reg,Regular,Thematic,45283,--,--,--,--,--,--
Sundaram Nifty 100 Equal Weight Dir,Direct,Large Cap,16608,3.40,1.10,1.03,13.59,20.10,1.45
Sundaram Nifty 100 Equal Weight Reg,Regular,Large Cap,637,2.92,1.10,0.99,13.58,19.61,1.40
Sundaram Services Dir,Direct,Thematic,37577,2.53,0.89,1.00,12.36,18.51,1.64
Sundaram Services Reg,Regular,Thematic,37575,1.37,0.89,0.91,12.35,17.35,1.49
Sundaram Small Cap Dir,Direct,Small Cap,16112,3.27,0.80,0.92,15.87,20.70,1.27
Sundaram Small Cap Reg,Regular,Small Cap,2599,2.17,0.80,0.85,15.85,19.59,1.18
Sundaram Value Dir,Direct,Value Oriented,16169,-1.01,0.86,0.76,11.16,14.58,1.08
Sundaram Value Reg,Regular,Value Oriented,687,-1.56,0.86,0.71,11.16,14.03,1.01
Tata Banking & Financial Services Dir,Direct,Sectoral-Auto,31356,5.21,0.90,1.09,12.21,19.38,2.61
Tata Banking & Financial Services Reg,Regular,Sectoral-Auto,31354,3.72,0.90,0.97,12.19,17.88,2.32
Tata BSE Multicap Consmpn 50:30:20 Index Dir,Direct,Thematic-Infrastructure,45705,--,--,--,--,--,--
Tata BSE Multicap Consmpn 50:30:20 Index Reg,Regular,Thematic-Infrastructure,45703,--,--,--,--,--,--
Tata BSE Quality Index Dir,Direct,Large & Mid Cap,45062,--,--,--,--,--,--
Tata BSE Quality Index Reg,Regular,Large & Mid Cap,45060,--,--,--,--,--,--
Tata BSE Select Business Groups Index Dir,Direct,Thematic,44792,--,--,--,--,--,--
Tata BSE Select Business Groups Index Reg,Regular,Thematic,44790,--,--,--,--,--,--
Tata BSE Sensex Index Dir,Direct,Large Cap,16955,-2.79,0.92,0.55,11.04,12.18,0.89
Tata BSE Sensex Index Reg,Regular,Large Cap,1551,-3.10,0.92,0.52,11.04,11.87,0.85
Tata Children's Dir,Direct,Flexi Cap,16957,-3.50,0.95,0.56,12.43,13.08,0.85
Tata Children's Reg,Regular,Flexi Cap,210,-4.03,0.95,0.52,12.43,12.55,0.78
Tata Digital India Dir,Direct,Sectoral-Technology,31368,5.67,0.88,0.23,19.65,10.72,0.31
Tata ELSS Dir,Direct,ELSS (Tax Saver),16739,0.96,0.98,0.91,12.93,17.92,1.33
Tata ELSS Reg,Regular,ELSS (Tax Saver),212,-0.16,0.98,0.83,12.92,16.79,1.21
Tata Ethical Dir,Direct,Thematic,16683,-4.30,0.94,0.47,12.91,12.22,0.62
Tata Ethical Reg,Regular,Thematic,213,-5.53,0.94,0.38,12.90,10.98,0.50
Tata Flexi Cap Dir,Direct,Flexi Cap,37437,2.76,0.83,1.08,11.04,18.00,1.83
Tata Flexi Cap Reg,Regular,Flexi Cap,37435,1.48,0.83,0.96,11.03,16.71,1.63
Tata Focused Dir,Direct,Flexi Cap,40405,1.12,0.90,0.92,12.06,17.21,1.23
Tata Focused Reg,Regular,Flexi Cap,40403,-0.34,0.90,0.80,12.05,15.74,1.07
Tata Housing Opportunities Dir,Direct,Thematic,42447,-1.92,1.09,0.67,15.09,16.18,0.96
Tata Housing Opportunities Reg,Regular,Thematic,42445,-3.59,1.08,0.56,15.07,14.50,0.80
Tata India Consumer Dir,Direct,Thematic-Infrastructure,31360,0.71,0.81,0.85,14.37,18.29,1.04
Tata India Consumer Reg,Regular,Thematic-Infrastructure,31358,-0.56,0.81,0.76,14.35,17.01,0.93
Tata India Pharma & Healthcare Dir,Direct,Sectoral-Pharma,31352,-0.65,0.98,1.15,16.16,24.64,1.74
Tata India Pharma & Healthcare Reg,Regular,Sectoral-Pharma,31350,-2.13,0.97,1.06,16.14,23.13,1.61
Tata Large & Midcap Dir,Direct,Large & Mid Cap,16679,-2.66,0.99,0.64,12.75,14.26,0.96
Tata Large & Midcap Reg,Regular,Large & Mid Cap,102,-3.75,0.99,0.55,12.74,13.15,0.83
Tata Large Cap Dir,Direct,Large Cap,16729,1.18,0.98,0.90,11.77,16.69,1.30
Tata Large Cap Reg,Regular,Large Cap,509,0.18,0.98,0.81,11.76,15.68,1.18
Tata Mid Cap Dir,Direct,Mid Cap,16717,1.73,0.90,1.15,14.48,22.82,1.54
Tata Mid Cap Reg,Regular,Mid Cap,103,0.55,0.90,1.07,14.47,21.62,1.43
Tata Multicap Dir,Direct,Multi Cap,43038,-2.13,0.88,0.69,13.08,15.18,0.90
Tata Multicap Reg,Regular,Multi Cap,43036,-3.53,0.88,0.59,13.03,13.74,0.76
Tata Nifty 50 ETF,Regular,Large Cap,38578,-0.96,0.94,0.72,11.23,14.23,1.13
Tata Nifty 50 ETF,Direct,Large Cap,38578,-0.96,0.94,0.72,11.23,14.23,1.13
Tata Nifty 50 Index Dir,Direct,Large Cap,16954,-1.17,0.94,0.70,11.23,14.01,1.10
Tata Nifty 50 Index Reg,Regular,Large Cap,1550,-1.50,0.94,0.68,11.23,13.68,1.06
Tata Nifty Capital Markets Index Fund Dir,Direct,Thematic,44638,--,--,--,--,--,--
Tata Nifty Capital Markets Index Fund Reg,Regular,Thematic,44636,--,--,--,--,--,--
Tata Nifty Financial Services Index Dir,Direct,Sectoral-Auto,44257,--,--,--,--,--,--
Tata Nifty Financial Services Index Reg,Regular,Sectoral-Auto,44255,--,--,--,--,--,--
Tata Nifty India Digital ETF,Direct,Sectoral-Technology,42165,N/A,N/A,N/A,N/A,N/A,N/A
Tata Nifty India Digital ETF FoF Dir,Direct,Sectoral-Technology,42256,9.82,0.72,0.50,17.80,15.07,0.66
Tata Nifty India Tourism Index Dir,Direct,Thematic,44426,--,--,--,--,--,--
Tata Nifty India Tourism Index Reg,Regular,Thematic,44424,--,--,--,--,--,--
Tata Nifty Midcap 150 Index Dir,Direct,Mid Cap,45222,--,--,--,--,--,--
Tata Nifty Midcap 150 Index Reg,Regular,Mid Cap,45220,--,--,--,--,--,--
Tata Nifty Midcap 150 Momentum 50 Index Dir,Direct,Mid Cap,42655,0.08,1.06,1.00,17.67,23.84,1.27
Tata Nifty Midcap 150 Momentum 50 Index Reg,Regular,Mid Cap,42653,-0.60,1.06,0.96,17.65,23.14,1.22
Tata Nifty MidSmall Healthcare Index Dir,Direct,Sectoral-Pharma,44275,--,--,--,--,--,--
Tata Nifty MidSmall Healthcare Index Reg,Regular,Sectoral-Pharma,44273,--,--,--,--,--,--
Tata Nifty Next 50 Index Dir,Direct,Large Cap,45494,--,--,--,--,--,--
Tata Nifty Next 50 Index Reg,Regular,Large Cap,45492,--,--,--,--,--,--
Tata Nifty Private Bank ETF,Regular,Sectoral-Auto,40257,-2.43,0.97,0.51,12.16,12.30,0.95
Tata Nifty Private Bank ETF,Direct,Sectoral-Auto,40257,-2.43,0.97,0.51,12.16,12.30,0.95
Tata Nifty Realty Index Dir,Direct,Thematic,44261,--,--,--,--,--,--
Tata Nifty Realty Index Reg,Regular,Thematic,44259,--,--,--,--,--,--
Tata Nifty200 Alpha 30 Index Dir,Direct,Large & Mid Cap,44509,--,--,--,--,--,--
Tata Nifty200 Alpha 30 Index Reg,Regular,Large & Mid Cap,44507,--,--,--,--,--,--
Tata Resources & Energy Dir,Direct,Thematic-Dividend Yield,31364,5.06,0.64,1.04,14.85,21.54,1.57
Tata Resources & Energy Reg,Regular,Thematic-Dividend Yield,31362,3.46,0.64,0.93,14.83,19.92,1.41
Tata Retirement Savings Progressive Dir,Direct,Flexi Cap,17020,-0.18,0.98,0.80,13.29,16.78,1.06
Tata Retirement Savings Progressive Reg,Regular,Flexi Cap,13413,-1.65,0.98,0.69,13.27,15.30,0.92
Tata Silver ETF,Regular,Thematic-PSU,44020,--,--,--,--,--,--
Tata Silver ETF,Direct,Thematic-PSU,44020,--,--,--,--,--,--
Tata Silver ETF FoF Dir,Direct,Thematic-PSU,44026,--,--,--,--,--,--
Tata Silver ETF FoF Reg,Regular,Thematic-PSU,44024,--,--,--,--,--,--
Tata Small Cap Dir,Direct,Small Cap,37991,-2.02,0.82,0.57,16.85,15.70,0.83
Tata Small Cap Reg,Regular,Small Cap,37989,-3.42,0.82,0.49,16.82,14.28,0.71
Tata Value Dir,Direct,Value Oriented,16952,2.56,1.06,1.03,13.80,20.35,1.45
Tata Value Reg,Regular,Value Oriented,2267,1.57,1.06,0.96,13.79,19.36,1.35
Taurus Banking & Financial Services Dir,Direct,Sectoral-Auto,17023,0.64,0.92,0.75,11.70,14.93,1.55
Taurus Banking & Financial Services Reg,Regular,Sectoral-Auto,14718,-0.14,0.92,0.69,11.69,14.14,1.41
Taurus ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),16713,-0.82,0.85,0.72,11.91,14.72,1.19
Taurus ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),83,-1.47,0.85,0.67,11.92,14.08,1.10
Taurus Ethical Dir,Direct,Thematic,16658,0.23,0.99,0.81,13.78,17.33,1.09
Taurus Ethical Reg,Regular,Thematic,10244,-1.11,1.00,0.72,13.80,15.99,0.96
Taurus Flexi Cap Dir,Direct,Flexi Cap,16705,-0.97,0.98,0.75,13.06,15.94,1.02
Taurus Flexi Cap Reg,Regular,Flexi Cap,214,-1.03,0.98,0.75,13.06,15.87,1.02
Taurus Large Cap Dir,Direct,Large Cap,17027,2.02,0.99,0.92,12.60,17.67,1.27
Taurus Large Cap Reg,Regular,Large Cap,43,1.89,0.99,0.91,12.60,17.54,1.26
Taurus Mid Cap Dir,Direct,Mid Cap,16656,-5.91,1.00,0.65,16.50,16.85,1.10
Taurus Mid Cap Reg,Regular,Mid Cap,215,-6.31,1.00,0.63,16.50,16.45,1.05
Taurus Nifty 50 Index Dir,Direct,Large Cap,17039,-1.84,0.94,0.64,11.13,13.27,1.01
Taurus Nifty 50 Index Reg,Regular,Large Cap,11215,-2.12,0.94,0.62,11.13,12.99,0.97
Templeton India Value Dir,Direct,Value Oriented,16824,2.76,0.91,1.07,12.07,18.96,1.65
Templeton India Value Reg,Regular,Value Oriented,221,1.56,0.91,0.97,12.05,17.74,1.50
The Wealth Company Ethical Dir,Direct,Thematic,45525,--,--,--,--,--,--
The Wealth Company Ethical Reg,Regular,Thematic,45523,--,--,--,--,--,--
The Wealth Company Flexi Cap Dir,Direct,Flexi Cap,45499,--,--,--,--,--,--
The Wealth Company Flexi Cap Reg,Regular,Flexi Cap,45497,--,--,--,--,--,--
The Wealth Company Small Cap Dir,Direct,Small Cap,45896,N/A,N/A,N/A,N/A,N/A,N/A
The Wealth Company Small Cap Reg,Regular,Small Cap,45894,N/A,N/A,N/A,N/A,N/A,N/A
TRUST MF Flexi Cap Dir,Direct,Flexi Cap,44271,--,--,--,--,--,--
TRUST MF Flexi Cap Reg,Regular,Flexi Cap,44269,--,--,--,--,--,--
TRUST MF Small Cap Dir,Direct,Small Cap,44593,--,--,--,--,--,--
TRUST MF Small Cap Reg,Regular,Small Cap,44591,--,--,--,--,--,--
TRUSTMF Mid Cap Dir,Direct,Mid Cap,45814,N/A,N/A,N/A,N/A,N/A,N/A
TRUSTMF Mid Cap Reg,Regular,Mid Cap,45813,N/A,N/A,N/A,N/A,N/A,N/A
TRUSTMF Multi Cap Dir,Direct,Multi Cap,45282,--,--,--,--,--,--
TRUSTMF Multi Cap Reg,Regular,Multi Cap,45281,--,--,--,--,--,--
Unifi Flexi Cap Dir,Direct,Flexi Cap,45189,--,--,--,--,--,--
Unifi Flexi Cap Reg,Regular,Flexi Cap,45188,--,--,--,--,--,--
Union Active Momentum Dir,Direct,Thematic,44784,--,--,--,--,--,--
Union Active Momentum Reg,Regular,Thematic,44782,--,--,--,--,--,--
Union Children's Dir,Direct,Flexi Cap,43924,--,--,--,--,--,--
Union Children's Reg,Regular,Flexi Cap,43922,--,--,--,--,--,--
Union Consumption Dir,Direct,Thematic-Infrastructure,45669,--,--,--,--,--,--
Union Consumption Reg,Regular,Thematic-Infrastructure,45667,--,--,--,--,--,--
Union Diversified Equity All Cap Active FoF Dir,Direct,Flexi Cap,45473,--,--,--,--,--,--
Union Diversified Equity All Cap Active FoF Reg,Regular,Flexi Cap,45471,--,--,--,--,--,--
Union ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),16436,0.30,0.91,0.87,12.01,16.50,1.18
Union ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),13521,-0.60,0.91,0.79,11.99,15.59,1.08
Union Flexi Cap Dir,Direct,Flexi Cap,16412,0.65,0.92,0.89,12.18,16.97,1.13
Union Flexi Cap Reg,Regular,Flexi Cap,12817,-0.47,0.92,0.80,12.15,15.83,1.01
Union Focused Dir,Direct,Flexi Cap,40108,-0.67,0.86,0.74,12.03,14.95,0.92
Union Focused Reg,Regular,Flexi Cap,40106,-1.66,0.86,0.65,12.01,13.94,0.81
Union Large & Midcap Dir,Direct,Large & Mid Cap,40385,1.75,0.96,0.94,12.95,18.24,1.11
Union Large & Midcap Reg,Regular,Large & Mid Cap,40383,0.39,0.95,0.83,12.93,16.86,0.98
Union Largecap Dir,Direct,Large Cap,34082,-0.25,0.90,0.76,10.97,14.48,1.10
Union Largecap Reg,Regular,Large Cap,34080,-1.11,0.90,0.68,10.98,13.62,0.98
Union Midcap Dir,Direct,Mid Cap,40769,0.69,0.92,1.05,15.28,22.22,1.30
Union Midcap Reg,Regular,Mid Cap,40767,-0.75,0.92,0.96,15.25,20.75,1.18
Union Multicap Dir,Direct,Multi Cap,42779,2.45,0.89,1.04,13.31,19.90,1.33
Union Multicap Reg,Regular,Multi Cap,42777,1.13,0.89,0.94,13.29,18.57,1.20
Union Retirement Dir,Direct,Flexi Cap,42492,2.75,0.92,1.07,12.03,19.02,1.41
Union Retirement Reg,Regular,Flexi Cap,42490,1.41,0.92,0.96,11.99,17.65,1.26
Union Small Cap Dir,Direct,Small Cap,26860,3.15,0.84,0.86,17.40,21.13,1.09
Union Small Cap Reg,Regular,Small Cap,26858,1.98,0.84,0.80,17.38,19.94,1.01
Union Value Dir,Direct,Value Oriented,38207,3.70,0.91,1.13,12.08,19.82,1.69
Union Value Reg,Regular,Value Oriented,38205,2.60,0.91,1.04,12.08,18.71,1.55
UTI Banking and Financial Services Dir,Direct,Sectoral-Auto,15967,5.29,0.85,1.11,11.65,18.98,2.20
UTI Banking and Financial Services Reg,Regular,Sectoral-Auto,2144,4.24,0.85,1.02,11.64,17.93,2.02
UTI BSE Housing Index Dir,Direct,Thematic,43521,--,--,--,--,--,--
UTI BSE Housing Index Reg,Regular,Thematic,43520,--,--,--,--,--,--
UTI BSE Low Volatility Index Dir,Direct,Large & Mid Cap,42111,0.14,0.90,0.84,11.81,16.05,1.16
UTI BSE Low Volatility Index Reg,Regular,Large & Mid Cap,42110,-0.33,0.90,0.80,11.81,15.57,1.10
UTI BSE Sensex ETF,Regular,Large Cap,30885,-2.48,0.92,0.58,11.05,12.50,0.94
UTI BSE Sensex ETF,Direct,Large Cap,30885,-2.48,0.92,0.58,11.05,12.50,0.94
UTI BSE Sensex Index Dir,Direct,Large Cap,42038,-2.69,0.92,0.56,11.05,12.29,0.91
UTI BSE Sensex Index Reg,Regular,Large Cap,42037,-2.79,0.92,0.55,11.05,12.19,0.90
UTI BSE Sensex Next 50 ETF,Regular,Large Cap,39221,5.37,1.21,1.13,15.05,23.09,1.52
UTI BSE Sensex Next 50 ETF,Direct,Large Cap,39221,5.37,1.21,1.13,15.05,23.09,1.52
UTI Children's Equity Dir,Direct,Flexi Cap,15867,-2.08,0.96,0.68,12.57,14.63,1.02
UTI Children's Equity Reg,Regular,Flexi Cap,2090,-3.14,0.96,0.59,12.56,13.56,0.89
UTI ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),15723,-1.49,0.97,0.73,12.64,15.29,1.07
UTI ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),724,-2.48,0.97,0.65,12.63,14.29,0.95
UTI Flexi Cap Dir,Direct,Flexi Cap,15714,-4.55,0.87,0.41,12.31,11.19,0.64
UTI Flexi Cap Reg,Regular,Flexi Cap,247,N/A,N/A,N/A,N/A,N/A,N/A
UTI Focused Dir,Direct,Flexi Cap,41629,0.18,0.96,0.85,12.71,16.87,1.18
UTI Focused Reg,Regular,Flexi Cap,41627,-1.20,0.96,0.74,12.69,15.47,1.03
UTI Healthcare Dir,Direct,Sectoral-Pharma,15932,0.92,0.94,1.24,15.80,25.62,1.90
UTI Healthcare Reg,Regular,Sectoral-Pharma,654,-0.06,0.94,1.17,15.79,24.62,1.81
UTI India Consumer Dir,Direct,Thematic-Infrastructure,15894,-1.95,0.84,0.70,14.21,16.01,0.85
UTI India Consumer Reg,Regular,Thematic-Infrastructure,5437,-2.83,0.84,0.63,14.21,15.12,0.77
UTI Large & Mid Cap Dir,Direct,Large & Mid Cap,15845,5.20,1.02,1.25,13.04,22.42,1.77
UTI Large & Mid Cap Reg,Regular,Large & Mid Cap,258,4.36,1.02,1.19,13.04,21.57,1.68
UTI Large Cap Dir,Direct,Large Cap,15789,-0.97,0.92,0.71,11.10,13.96,1.03
UTI Large Cap Reg,Regular,Large Cap,22,-1.82,0.92,0.63,11.09,13.10,0.92
UTI MEPUS Reg,Regular,ELSS (Tax Saver),1621,-2.11,0.83,0.64,11.05,13.22,0.92
UTI Midcap Dir,Direct,Mid Cap,15920,-3.71,0.97,0.79,15.65,18.52,1.08
UTI Midcap Reg,Regular,Mid Cap,2138,-4.59,0.97,0.74,15.64,17.63,1.00
UTI MNC Dir,Direct,Thematic-Consumption,15820,-1.67,0.89,0.66,12.32,14.28,0.85
UTI MNC Reg,Regular,Thematic-Consumption,544,-2.51,0.89,0.60,12.31,13.44,0.76
UTI Multi Cap Dir,Direct,Multi Cap,45143,--,--,--,--,--,--
UTI Multi Cap Reg,Regular,Multi Cap,45141,--,--,--,--,--,--
UTI Nifty 50 ETF,Regular,Large Cap,30886,-0.89,0.95,0.73,11.23,14.30,1.15
UTI Nifty 50 ETF,Direct,Large Cap,30886,-0.89,0.95,0.73,11.23,14.30,1.15
UTI Nifty 50 Index Dir,Direct,Large Cap,15830,-1.07,0.95,0.71,11.23,14.12,1.12
UTI Nifty 50 Index Reg,Regular,Large Cap,757,-1.18,0.94,0.70,11.23,14.00,1.11
UTI Nifty 500 Value 50 Index Dir,Direct,Value Oriented,43495,--,--,--,--,--,--
UTI Nifty 500 Value 50 Index Reg,Regular,Value Oriented,43494,--,--,--,--,--,--
UTI Nifty Alpha Low-Volatility 30 Index Dir,Direct,Large & Mid Cap,44727,--,--,--,--,--,--
UTI Nifty Alpha Low-Volatility 30 Index Reg,Regular,Large & Mid Cap,44726,--,--,--,--,--,--
UTI Nifty Bank ETF,Regular,Sectoral-Auto,41106,0.06,1.00,0.74,12.08,15.08,1.43
UTI Nifty Bank ETF,Direct,Sectoral-Auto,41106,0.06,1.00,0.74,12.08,15.08,1.43
UTI Nifty IT ETF,Direct,Sectoral-Technology,44072,--,--,--,--,--,--
UTI Nifty Midcap 150 ETF,Regular,Mid Cap,43743,--,--,--,--,--,--
UTI Nifty Midcap 150 ETF,Direct,Mid Cap,43743,--,--,--,--,--,--
UTI Nifty Midcap 150 Index Dir,Direct,Mid Cap,44725,--,--,--,--,--,--
UTI Nifty Midcap 150 Index Reg,Regular,Mid Cap,44724,--,--,--,--,--,--
UTI Nifty Midcap 150 Quality 50 Index Dir,Direct,Mid Cap,42253,-6.05,0.89,0.60,14.67,14.88,0.87
UTI Nifty Midcap 150 Quality 50 Index Reg,Regular,Mid Cap,42252,-6.50,0.89,0.57,14.66,14.42,0.82
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Dir,Direct,Mid Cap,44913,--,--,--,--,--,--
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Reg,Regular,Mid Cap,44912,--,--,--,--,--,--
UTI Nifty Next 50 ETF,Regular,Large Cap,34503,4.82,1.26,1.02,16.59,23.07,1.35
UTI Nifty Next 50 ETF,Direct,Large Cap,34503,4.82,1.26,1.02,16.59,23.07,1.35
UTI Nifty Next 50 Index Dir,Direct,Large Cap,36491,4.56,1.26,1.01,16.58,22.81,1.33
UTI Nifty Next 50 Index Reg,Regular,Large Cap,36490,N/A,N/A,N/A,N/A,N/A,N/A
UTI Nifty Private Bank Index Dir,Direct,Sectoral-Auto,44546,--,--,--,--,--,--
UTI Nifty Private Bank Index Reg,Regular,Sectoral-Auto,44545,--,--,--,--,--,--
UTI Nifty200 Momentum 30 Index Dir,Direct,Large & Mid Cap,41312,0.93,1.27,0.85,17.35,20.83,1.14
UTI Nifty200 Momentum 30 Index Reg,Regular,Large & Mid Cap,41311,0.45,1.27,0.82,17.34,20.35,1.10
UTI Nifty200 Quality 30 Index Dir,Direct,Large & Mid Cap,44548,--,--,--,--,--,--
UTI Nifty200 Quality 30 Index Reg,Regular,Large & Mid Cap,44547,--,--,--,--,--,--
UTI NIFTY50 Equal Wght Index Dir,Direct,Large Cap,43523,--,--,--,--,--,--
UTI NIFTY50 Equal Wght Index Reg,Regular,Large Cap,43522,--,--,--,--,--,--
UTI Nifty500 Shariah Index Dir,Direct,Flexi Cap,45821,--,--,--,--,--,--
UTI Nifty500 Shariah Index Reg,Regular,Flexi Cap,45820,--,--,--,--,--,--
UTI Silver ETF,Regular,Thematic-PSU,43485,--,--,--,--,--,--
UTI Silver ETF,Direct,Thematic-PSU,43485,--,--,--,--,--,--
UTI Silver ETF FoF Dir,Direct,Thematic-PSU,43487,--,--,--,--,--,--
UTI Silver ETF FoF Reg,Regular,Thematic-PSU,43486,--,--,--,--,--,--
UTI Small Cap Dir,Direct,Small Cap,41233,-0.05,0.86,0.70,17.42,18.31,1.06
UTI Small Cap Reg,Regular,Small Cap,41231,-1.34,0.86,0.63,17.39,17.00,0.95
UTI Value Dir,Direct,Value Oriented,15927,2.44,0.93,1.04,12.25,18.87,1.60
UTI Value Reg,Regular,Value Oriented,2820,1.75,0.93,0.99,12.24,18.18,1.51
WhiteOak Capital Banking & Financial Services Dir,Direct,Sectoral-Auto,44045,--,--,--,--,--,--
WhiteOak Capital Banking & Financial Services Reg,Regular,Sectoral-Auto,44044,--,--,--,--,--,--
WhiteOak Capital Consumption Opportunities Dir,Direct,Thematic-Infrastructure,45780,--,--,--,--,--,--
WhiteOak Capital Consumption Opportunities Reg,Regular,Thematic-Infrastructure,45779,--,--,--,--,--,--
WhiteOak Capital Digital Bharat Dir,Direct,Sectoral-Technology,44576,--,--,--,--,--,--
WhiteOak Capital ELSS Tax Saver Dir,Direct,ELSS (Tax Saver),42487,4.67,0.94,1.19,12.63,21.15,1.67
WhiteOak Capital ELSS Tax Saver Reg,Regular,ELSS (Tax Saver),42485,2.99,0.94,1.06,12.62,19.47,1.49
WhiteOak Capital ESG Best-In-Class Strategy Dir,Direct,Thematic-ESG,44645,--,--,--,--,--,--
WhiteOak Capital ESG Best-In-Class Strategy Reg,Regular,Thematic-ESG,44644,--,--,--,--,--,--
WhiteOak Capital Flexi Cap Dir,Direct,Flexi Cap,42320,3.88,0.93,1.15,12.28,20.21,1.62
WhiteOak Capital Flexi Cap Reg,Regular,Flexi Cap,42318,2.43,0.92,1.03,12.26,18.75,1.46
WhiteOak Capital Large & Mid Cap Dir,Direct,Large & Mid Cap,43932,--,--,--,--,--,--
WhiteOak Capital Large & Mid Cap Reg,Regular,Large & Mid Cap,43931,--,--,--,--,--,--
WhiteOak Capital Large Cap Dir,Direct,Large Cap,42713,3.86,0.94,1.14,11.31,18.96,1.67
WhiteOak Capital Large Cap Reg,Regular,Large Cap,42711,2.19,0.93,0.99,11.30,17.27,1.45
WhiteOak Capital Mid Cap Fund Dir,Direct,Mid Cap,42483,4.79,0.93,1.33,15.25,26.32,1.75
WhiteOak Capital Mid Cap Reg,Regular,Mid Cap,42481,3.25,0.92,1.23,15.22,24.76,1.62
WhiteOak Capital Multi Cap Dir,Direct,Multi Cap,43759,--,--,--,--,--,--
WhiteOak Capital Multi Cap Reg,Regular,Multi Cap,43758,--,--,--,--,--,--
WhiteOak Capital Pharma and Healthcare Dir,Direct,Sectoral-Pharma,44061,--,--,--,--,--,--
WhiteOak Capital Pharma and Healthcare Reg,Regular,Sectoral-Pharma,44060,--,--,--,--,--,--
WhiteOak Capital Quality Equity Dir,Direct,Thematic,44853,--,--,--,--,--,--
WhiteOak Capital Quality Equity Reg,Regular,Thematic,44852,--,--,--,--,--,--
WhiteOak Capital Special Opportunities Dir,Direct,Thematic,44333,--,--,--,--,--,--
WhiteOak Capital Special Opportunities Reg,Regular,Thematic,44332,--,--,--,--,--,--
Zerodha BSE SENSEX Index Dir,Direct,Large Cap,45565,--,--,--,--,--,--
Zerodha ELSS Tax Saver Nifty Large Midcap 250 Index Dir,Direct,ELSS (Tax Saver),43847,--,--,--,--,--,--
Zerodha Nifty 100 ETF,Regular,Large Cap,44358,--,--,--,--,--,--
Zerodha Nifty 100 ETF,Direct,Large Cap,44358,--,--,--,--,--,--
Zerodha Nifty 50 ETF,Regular,Large Cap,45534,--,--,--,--,--,--
Zerodha Nifty 50 ETF,Direct,Large Cap,45534,--,--,--,--,--,--
